OMRÅDE;YDELSESART;TID;INDHOLD
843 Skørping;TOT Modtagere af kontanthjælp mv. i alt;2001M12 2001M12;219
843 Skørping;TOT Modtagere af kontanthjælp mv. i alt;2002M01 2002M01;224
843 Skørping;TOT Modtagere af kontanthjælp mv. i alt;2002M02 2002M02;213
843 Skørping;TOT Modtagere af kontanthjælp mv. i alt;2002M03 2002M03;227
843 Skørping;TOT Modtagere af kontanthjælp mv. i alt;2002M04 2002M04;227
843 Skørping;TOT Modtagere af kontanthjælp mv. i alt;2002M05 2002M05;241
843 Skørping;TOT Modtagere af kontanthjælp mv. i alt;2002M06 2002M06;227
843 Skørping;TOT Modtagere af kontanthjælp mv. i alt;2002M07 2002M07;207
843 Skørping;TOT Modtagere af kontanthjælp mv. i alt;2002M08 2002M08;221
843 Skørping;TOT Modtagere af kontanthjælp mv. i alt;2002M09 2002M09;199
843 Skørping;TOT Modtagere af kontanthjælp mv. i alt;2002M10 2002M10;196
843 Skørping;TOT Modtagere af kontanthjælp mv. i alt;2002M11 2002M11;222
843 Skørping;TOT Modtagere af kontanthjælp mv. i alt;2002M12 2002M12;199
843 Skørping;TOT Modtagere af kontanthjælp mv. i alt;2003M01 2003M01;209
843 Skørping;TOT Modtagere af kontanthjælp mv. i alt;2003M02 2003M02;203
843 Skørping;TOT Modtagere af kontanthjælp mv. i alt;2003M03 2003M03;222
843 Skørping;TOT Modtagere af kontanthjælp mv. i alt;2003M04 2003M04;241
843 Skørping;TOT Modtagere af kontanthjælp mv. i alt;2003M05 2003M05;233
843 Skørping;TOT Modtagere af kontanthjælp mv. i alt;2003M06 2003M06;223
843 Skørping;TOT Modtagere af kontanthjælp mv. i alt;2003M07 2003M07;221
843 Skørping;TOT Modtagere af kontanthjælp mv. i alt;2003M08 2003M08;231
843 Skørping;TOT Modtagere af kontanthjælp mv. i alt;2003M09 2003M09;242
843 Skørping;TOT Modtagere af kontanthjælp mv. i alt;2003M10 2003M10;229
843 Skørping;TOT Modtagere af kontanthjælp mv. i alt;2003M11 2003M11;222
843 Skørping;TOT Modtagere af kontanthjælp mv. i alt;2003M12 2003M12;235
843 Skørping;TOT Modtagere af kontanthjælp mv. i alt;2004M01 2004M01;209
843 Skørping;TOT Modtagere af kontanthjælp mv. i alt;2004M02 2004M02;205
843 Skørping;TOT Modtagere af kontanthjælp mv. i alt;2004M03 2004M03;218
843 Skørping;TOT Modtagere af kontanthjælp mv. i alt;2004M04 2004M04;224
843 Skørping;TOT Modtagere af kontanthjælp mv. i alt;2004M05 2004M05;227
843 Skørping;TOT Modtagere af kontanthjælp mv. i alt;2004M06 2004M06;273
843 Skørping;TOT Modtagere af kontanthjælp mv. i alt;2004M07 2004M07;237
843 Skørping;TOT Modtagere af kontanthjælp mv. i alt;2004M08 2004M08;249
843 Skørping;TOT Modtagere af kontanthjælp mv. i alt;2004M09 2004M09;240
843 Skørping;TOT Modtagere af kontanthjælp mv. i alt;2004M10 2004M10;228
843 Skørping;TOT Modtagere af kontanthjælp mv. i alt;2004M11 2004M11;256
843 Skørping;TOT Modtagere af kontanthjælp mv. i alt;2004M12 2004M12;232
843 Skørping;TOT Modtagere af kontanthjælp mv. i alt;2005M01 2005M01;231
843 Skørping;TOT Modtagere af kontanthjælp mv. i alt;2005M02 2005M02;236
843 Skørping;TOT Modtagere af kontanthjælp mv. i alt;2005M03 2005M03;224
843 Skørping;TOT Modtagere af kontanthjælp mv. i alt;2005M04 2005M04;228
843 Skørping;TOT Modtagere af kontanthjælp mv. i alt;2005M05 2005M05;209
843 Skørping;TOT Modtagere af kontanthjælp mv. i alt;2005M06 2005M06;227
843 Skørping;TOT Modtagere af kontanthjælp mv. i alt;2005M07 2005M07;224
843 Skørping;TOT Modtagere af kontanthjælp mv. i alt;2005M08 2005M08;215
843 Skørping;TOT Modtagere af kontanthjælp mv. i alt;2005M09 2005M09;206
843 Skørping;TOT Modtagere af kontanthjælp mv. i alt;2005M10 2005M10;205
843 Skørping;TOT Modtagere af kontanthjælp mv. i alt;2005M11 2005M11;213
843 Skørping;TOT Modtagere af kontanthjælp mv. i alt;2005M12 2005M12;205
843 Skørping;TOT Modtagere af kontanthjælp mv. i alt;2006M01 2006M01;211
843 Skørping;TOT Modtagere af kontanthjælp mv. i alt;2006M02 2006M02;224
843 Skørping;TOT Modtagere af kontanthjælp mv. i alt;2006M03 2006M03;222
843 Skørping;TOT Modtagere af kontanthjælp mv. i alt;2006M04 2006M04;222
843 Skørping;TOT Modtagere af kontanthjælp mv. i alt;2006M05 2006M05;207
843 Skørping;TOT Modtagere af kontanthjælp mv. i alt;2006M06 2006M06;220
843 Skørping;TOT Modtagere af kontanthjælp mv. i alt;2006M07 2006M07;188
843 Skørping;TOT Modtagere af kontanthjælp mv. i alt;2006M08 2006M08;172
843 Skørping;TOT Modtagere af kontanthjælp mv. i alt;2006M09 2006M09;186
843 Skørping;TOT Modtagere af kontanthjælp mv. i alt;2006M10 2006M10;176
843 Skørping;TOT Modtagere af kontanthjælp mv. i alt;2006M11 2006M11;197
843 Skørping;TOT Modtagere af kontanthjælp mv. i alt;2006M12 2006M12;196
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;1994M01 1994M01;246
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;1994M02 1994M02;293
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;1994M03 1994M03;286
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;1994M04 1994M04;285
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;1994M05 1994M05;272
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;1994M06 1994M06;276
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;1994M07 1994M07;272
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;1994M08 1994M08;276
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;1994M09 1994M09;276
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;1994M10 1994M10;264
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;1994M11 1994M11;271
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;1994M12 1994M12;307
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;1995M01 1995M01;196
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;1995M02 1995M02;257
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;1995M03 1995M03;262
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;1995M04 1995M04;263
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;1995M05 1995M05;259
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;1995M06 1995M06;254
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;1995M07 1995M07;214
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;1995M08 1995M08;248
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;1995M09 1995M09;238
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;1995M10 1995M10;248
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;1995M11 1995M11;235
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;1995M12 1995M12;258
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;1996M01 1996M01;165
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;1996M02 1996M02;236
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;1996M03 1996M03;224
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;1996M04 1996M04;222
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;1996M05 1996M05;232
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;1996M06 1996M06;225
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;1996M07 1996M07;188
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;1996M08 1996M08;266
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;1996M09 1996M09;246
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;1996M10 1996M10;245
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;1996M11 1996M11;235
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;1996M12 1996M12;266
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;1997M01 1997M01;175
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;1997M02 1997M02;254
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;1997M03 1997M03;260
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;1997M04 1997M04;249
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;1997M05 1997M05;260
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;1997M06 1997M06;273
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;1997M07 1997M07;252
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;1997M08 1997M08;277
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;1997M09 1997M09;246
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;1997M10 1997M10;272
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;1997M11 1997M11;212
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;1997M12 1997M12;299
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;1998M01 1998M01;203
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;1998M02 1998M02;220
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;1998M03 1998M03;278
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;1998M04 1998M04;280
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;1998M05 1998M05;275
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;1998M06 1998M06;219
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;1998M07 1998M07;287
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;1998M08 1998M08;222
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;1998M09 1998M09;216
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;1998M10 1998M10;220
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;1998M11 1998M11;231
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;1998M12 1998M12;222
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;1999M01 1999M01;217
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;1999M02 1999M02;213
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;1999M03 1999M03;206
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;1999M04 1999M04;209
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;1999M05 1999M05;208
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;1999M06 1999M06;203
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;1999M07 1999M07;179
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;1999M08 1999M08;166
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;1999M09 1999M09;167
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;1999M10 1999M10;174
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;1999M11 1999M11;170
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;1999M12 1999M12;183
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;2000M01 2000M01;181
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;2000M02 2000M02;178
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;2000M03 2000M03;180
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;2000M04 2000M04;186
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;2000M05 2000M05;189
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;2000M06 2000M06;196
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;2000M07 2000M07;178
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;2000M08 2000M08;175
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;2000M09 2000M09;173
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;2000M10 2000M10;178
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;2000M11 2000M11;183
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;2000M12 2000M12;217
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;2001M01 2001M01;167
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;2001M02 2001M02;170
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;2001M03 2001M03;189
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;2001M04 2001M04;181
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;2001M05 2001M05;176
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;2001M06 2001M06;176
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;2001M07 2001M07;164
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;2001M08 2001M08;152
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;2001M09 2001M09;164
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;2001M10 2001M10;174
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;2001M11 2001M11;167
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;2001M12 2001M12;187
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;2002M01 2002M01;170
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;2002M02 2002M02;172
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;2002M03 2002M03;178
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;2002M04 2002M04;195
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;2002M05 2002M05;180
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;2002M06 2002M06;180
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;2002M07 2002M07;157
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;2002M08 2002M08;174
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;2002M09 2002M09;188
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;2002M10 2002M10;212
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;2002M11 2002M11;207
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;2002M12 2002M12;200
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;2003M01 2003M01;184
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;2003M02 2003M02;183
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;2003M03 2003M03;206
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;2003M04 2003M04;194
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;2003M05 2003M05;201
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;2003M06 2003M06;200
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;2003M07 2003M07;200
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;2003M08 2003M08;184
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;2003M09 2003M09;210
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;2003M10 2003M10;212
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;2003M11 2003M11;224
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;2003M12 2003M12;219
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;2004M01 2004M01;185
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;2004M02 2004M02;193
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;2004M03 2004M03;184
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;2004M04 2004M04;196
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;2004M05 2004M05;172
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;2004M06 2004M06;189
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;2004M07 2004M07;199
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;2004M08 2004M08;174
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;2004M09 2004M09;175
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;2004M10 2004M10;186
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;2004M11 2004M11;190
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;2004M12 2004M12;186
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;2005M01 2005M01;177
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;2005M02 2005M02;196
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;2005M03 2005M03;170
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;2005M04 2005M04;184
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;2005M05 2005M05;188
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;2005M06 2005M06;188
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;2005M07 2005M07;174
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;2005M08 2005M08;165
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;2005M09 2005M09;178
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;2005M10 2005M10;199
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;2005M11 2005M11;189
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;2005M12 2005M12;212
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;2006M01 2006M01;183
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;2006M02 2006M02;188
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;2006M03 2006M03;183
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;2006M04 2006M04;173
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;2006M05 2006M05;197
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;2006M06 2006M06;185
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;2006M07 2006M07;150
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;2006M08 2006M08;160
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;2006M09 2006M09;172
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;2006M10 2006M10;186
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;2006M11 2006M11;194
845 Støvring;TOT Modtagere af kontanthjælp mv. i alt;2006M12 2006M12;210
847 Sæby;TOT Modtagere af kontanthjælp mv. i alt;1994M01 1994M01;449
847 Sæby;TOT Modtagere af kontanthjælp mv. i alt;1994M02 1994M02;492
847 Sæby;TOT Modtagere af kontanthjælp mv. i alt;1994M03 1994M03;476
847 Sæby;TOT Modtagere af kontanthjælp mv. i alt;1994M04 1994M04;508
847 Sæby;TOT Modtagere af kontanthjælp mv. i alt;1994M05 1994M05;458
847 Sæby;TOT Modtagere af kontanthjælp mv. i alt;1994M06 1994M06;447
847 Sæby;TOT Modtagere af kontanthjælp mv. i alt;1994M07 1994M07;448
847 Sæby;TOT Modtagere af kontanthjælp mv. i alt;1994M08 1994M08;431
847 Sæby;TOT Modtagere af kontanthjælp mv. i alt;1994M09 1994M09;435
847 Sæby;TOT Modtagere af kontanthjælp mv. i alt;1994M10 1994M10;427
847 Sæby;TOT Modtagere af kontanthjælp mv. i alt;1994M11 1994M11;375
847 Sæby;TOT Modtagere af kontanthjælp mv. i alt;1994M12 1994M12;505
847 Sæby;TOT Modtagere af kontanthjælp mv. i alt;1995M01 1995M01;443
847 Sæby;TOT Modtagere af kontanthjælp mv. i alt;1995M02 1995M02;448
847 Sæby;TOT Modtagere af kontanthjælp mv. i alt;1995M03 1995M03;465
847 Sæby;TOT Modtagere af kontanthjælp mv. i alt;1995M04 1995M04;457
847 Sæby;TOT Modtagere af kontanthjælp mv. i alt;1995M05 1995M05;459
847 Sæby;TOT Modtagere af kontanthjælp mv. i alt;1995M06 1995M06;379
847 Sæby;TOT Modtagere af kontanthjælp mv. i alt;1995M07 1995M07;479
847 Sæby;TOT Modtagere af kontanthjælp mv. i alt;1995M08 1995M08;466
847 Sæby;TOT Modtagere af kontanthjælp mv. i alt;1995M09 1995M09;460
847 Sæby;TOT Modtagere af kontanthjælp mv. i alt;1995M10 1995M10;470
847 Sæby;TOT Modtagere af kontanthjælp mv. i alt;1995M11 1995M11;488
847 Sæby;TOT Modtagere af kontanthjælp mv. i alt;1995M12 1995M12;567
847 Sæby;TOT Modtagere af kontanthjælp mv. i alt;1996M01 1996M01;481
847 Sæby;TOT Modtagere af kontanthjælp mv. i alt;1996M02 1996M02;510
847 Sæby;TOT Modtagere af kontanthjælp mv. i alt;1996M03 1996M03;519
847 Sæby;TOT Modtagere af kontanthjælp mv. i alt;1996M04 1996M04;516
847 Sæby;TOT Modtagere af kontanthjælp mv. i alt;1996M05 1996M05;552
847 Sæby;TOT Modtagere af kontanthjælp mv. i alt;1996M06 1996M06;533
847 Sæby;TOT Modtagere af kontanthjælp mv. i alt;1996M07 1996M07;511
847 Sæby;TOT Modtagere af kontanthjælp mv. i alt;1996M08 1996M08;524
847 Sæby;TOT Modtagere af kontanthjælp mv. i alt;1996M09 1996M09;495
847 Sæby;TOT Modtagere af kontanthjælp mv. i alt;1996M10 1996M10;501
847 Sæby;TOT Modtagere af kontanthjælp mv. i alt;1996M11 1996M11;503
847 Sæby;TOT Modtagere af kontanthjælp mv. i alt;1996M12 1996M12;606
847 Sæby;TOT Modtagere af kontanthjælp mv. i alt;1997M01 1997M01;443
847 Sæby;TOT Modtagere af kontanthjælp mv. i alt;1997M02 1997M02;575
847 Sæby;TOT Modtagere af kontanthjælp mv. i alt;1997M03 1997M03;568
847 Sæby;TOT Modtagere af kontanthjælp mv. i alt;1997M04 1997M04;605
847 Sæby;TOT Modtagere af kontanthjælp mv. i alt;1997M05 1997M05;628
847 Sæby;TOT Modtagere af kontanthjælp mv. i alt;1997M06 1997M06;565
847 Sæby;TOT Modtagere af kontanthjælp mv. i alt;1997M07 1997M07;599
847 Sæby;TOT Modtagere af kontanthjælp mv. i alt;1997M08 1997M08;563
847 Sæby;TOT Modtagere af kontanthjælp mv. i alt;1997M09 1997M09;579
847 Sæby;TOT Modtagere af kontanthjælp mv. i alt;1997M10 1997M10;588
847 Sæby;TOT Modtagere af kontanthjælp mv. i alt;1997M11 1997M11;573
847 Sæby;TOT Modtagere af kontanthjælp mv. i alt;1997M12 1997M12;632
847 Sæby;TOT Modtagere af kontanthjælp mv. i alt;1998M01 1998M01;490
847 Sæby;TOT Modtagere af kontanthjælp mv. i alt;1998M02 1998M02;606
847 Sæby;TOT Modtagere af kontanthjælp mv. i alt;1998M03 1998M03;575
847 Sæby;TOT Modtagere af kontanthjælp mv. i alt;1998M04 1998M04;572
847 Sæby;TOT Modtagere af kontanthjælp mv. i alt;1998M05 1998M05;636
847 Sæby;TOT Modtagere af kontanthjælp mv. i alt;1998M06 1998M06;603
847 Sæby;TOT Modtagere af kontanthjælp mv. i alt;1998M07 1998M07;621
847 Sæby;TOT Modtagere af kontanthjælp mv. i alt;1998M08 1998M08;482
847 Sæby;TOT Modtagere af kontanthjælp mv. i alt;1998M09 1998M09;511
847 Sæby;TOT Modtagere af kontanthjælp mv. i alt;1998M10 1998M10;516
847 Sæby;TOT Modtagere af kontanthjælp mv. i alt;1998M11 1998M11;490
847 Sæby;TOT Modtagere af kontanthjælp mv. i alt;1998M12 1998M12;519
847 Sæby;TOT Modtagere af kontanthjælp mv. i alt;1999M01 1999M01;442
847 Sæby;TOT Modtagere af kontanthjælp mv. i alt;1999M02 1999M02;470
847 Sæby;TOT Modtagere af kontanthjælp mv. i alt;1999M03 1999M03;480
847 Sæby;TOT Modtagere af kontanthjælp mv. i alt;1999M04 1999M04;473
847 Sæby;TOT Modtagere af kontanthjælp mv. i alt;1999M05 1999M05;483
847 Sæby;TOT Modtagere af kontanthjælp mv. i alt;1999M06 1999M06;486
847 Sæby;TOT Modtagere af kontanthjælp mv. i alt;1999M07 1999M07;509
847 Sæby;TOT Modtagere af kontanthjælp mv. i alt;1999M08 1999M08;500
847 Sæby;TOT Modtagere af kontanthjælp mv. i alt;1999M09 1999M09;510
847 Sæby;TOT Modtagere af kontanthjælp mv. i alt;1999M10 1999M10;563
847 Sæby;TOT Modtagere af kontanthjælp mv. i alt;1999M11 1999M11;543
847 Sæby;TOT Modtagere af kontanthjælp mv. i alt;1999M12 1999M12;558
847 Sæby;TOT Modtagere af kontanthjælp mv. i alt;2000M01 2000M01;525
847 Sæby;TOT Modtagere af kontanthjælp mv. i alt;2000M02 2000M02;544
847 Sæby;TOT Modtagere af kontanthjælp mv. i alt;2000M03 2000M03;554
847 Sæby;TOT Modtagere af kontanthjælp mv. i alt;2000M04 2000M04;543
847 Sæby;TOT Modtagere af kontanthjælp mv. i alt;2000M05 2000M05;558
847 Sæby;TOT Modtagere af kontanthjælp mv. i alt;2000M06 2000M06;564
847 Sæby;TOT Modtagere af kontanthjælp mv. i alt;2000M07 2000M07;561
847 Sæby;TOT Modtagere af kontanthjælp mv. i alt;2000M08 2000M08;552
847 Sæby;TOT Modtagere af kontanthjælp mv. i alt;2000M09 2000M09;554
847 Sæby;TOT Modtagere af kontanthjælp mv. i alt;2000M10 2000M10;581
847 Sæby;TOT Modtagere af kontanthjælp mv. i alt;2000M11 2000M11;584
847 Sæby;TOT Modtagere af kontanthjælp mv. i alt;2000M12 2000M12;584
847 Sæby;TOT Modtagere af kontanthjælp mv. i alt;2001M01 2001M01;574
847 Sæby;TOT Modtagere af kontanthjælp mv. i alt;2001M02 2001M02;569
847 Sæby;TOT Modtagere af kontanthjælp mv. i alt;2001M03 2001M03;578
847 Sæby;TOT Modtagere af kontanthjælp mv. i alt;2001M04 2001M04;549
847 Sæby;TOT Modtagere af kontanthjælp mv. i alt;2001M05 2001M05;575
847 Sæby;TOT Modtagere af kontanthjælp mv. i alt;2001M06 2001M06;567
847 Sæby;TOT Modtagere af kontanthjælp mv. i alt;2001M07 2001M07;544
847 Sæby;TOT Modtagere af kontanthjælp mv. i alt;2001M08 2001M08;523
847 Sæby;TOT Modtagere af kontanthjælp mv. i alt;2001M09 2001M09;528
847 Sæby;TOT Modtagere af kontanthjælp mv. i alt;2001M10 2001M10;522
847 Sæby;TOT Modtagere af kontanthjælp mv. i alt;2001M11 2001M11;522
847 Sæby;TOT Modtagere af kontanthjælp mv. i alt;2001M12 2001M12;524
847 Sæby;TOT Modtagere af kontanthjælp mv. i alt;2002M01 2002M01;528
847 Sæby;TOT Modtagere af kontanthjælp mv. i alt;2002M02 2002M02;527
847 Sæby;TOT Modtagere af kontanthjælp mv. i alt;2002M03 2002M03;556
847 Sæby;TOT Modtagere af kontanthjælp mv. i alt;2002M04 2002M04;594
847 Sæby;TOT Modtagere af kontanthjælp mv. i alt;2002M05 2002M05;554
847 Sæby;TOT Modtagere af kontanthjælp mv. i alt;2002M06 2002M06;624
847 Sæby;TOT Modtagere af kontanthjælp mv. i alt;2002M07 2002M07;557
847 Sæby;TOT Modtagere af kontanthjælp mv. i alt;2002M08 2002M08;524
847 Sæby;TOT Modtagere af kontanthjælp mv. i alt;2002M09 2002M09;539
847 Sæby;TOT Modtagere af kontanthjælp mv. i alt;2002M10 2002M10;584
847 Sæby;TOT Modtagere af kontanthjælp mv. i alt;2002M11 2002M11;569
847 Sæby;TOT Modtagere af kontanthjælp mv. i alt;2002M12 2002M12;544
847 Sæby;TOT Modtagere af kontanthjælp mv. i alt;2003M01 2003M01;568
847 Sæby;TOT Modtagere af kontanthjælp mv. i alt;2003M02 2003M02;553
847 Sæby;TOT Modtagere af kontanthjælp mv. i alt;2003M03 2003M03;571
847 Sæby;TOT Modtagere af kontanthjælp mv. i alt;2003M04 2003M04;549
847 Sæby;TOT Modtagere af kontanthjælp mv. i alt;2003M05 2003M05;545
847 Sæby;TOT Modtagere af kontanthjælp mv. i alt;2003M06 2003M06;530
847 Sæby;TOT Modtagere af kontanthjælp mv. i alt;2003M07 2003M07;541
